call_id,customer_id,call_date,contact,complaint,agent,duration,escalated,referred,stat_0,stat_1,stat_2,stat_3,stat_4,stat_5,stat_6,stat_7,stat_8,stat_9,stat_10,stat_11,stat_12,stat_13,stat_14,stat_15,stat_16,stat_17,stat_18,stat_19,stat_20,stat_21,stat_22,stat_23,stat_24,stat_25,stat_26,stat_27,stat_28,stat_29,stat_30,stat_31,stat_32,stat_33,stat_34,stat_35,stat_36,stat_37,stat_38,stat_39
3559838,CU_3310659,10-24-2018 10:02:57,Phone Call,I have been mis-sold this product,Nikki,07:24,0,0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,
8606111,CU_4870105,10-24-2018 10:04:02,Phone Call,You provided me with incorrect information,Nikki,07:24,0,0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490854,CU_7612476,10-24-2018 10:04:13,Phone Call,You took too long,Macey ,07:24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886379,CU_3604016,10-24-2018 10:04:59,Phone Call,You never answered my question,Maribel,07:24,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9490863,CU_3196278,10-24-2018 10:05:01,Phone Call,I have been mis-sold this product,Jaya ,07:24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
3428787,CU_3483009,10-24-2018 10:05:05,Phone Call,You have asked for too much information,Darcie ,07:24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495484,CU_8696674,10-24-2018 10:05:13,E-mail,Policy amendments not carried out,Carol,07:24,0,0,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
5427645,CU_2635180,10-24-2018 10:05:21,E-mail & Phone Call,I have been mis-sold this product,Gladys,07:24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475074,CU_5280508,10-24-2018 10:06:17,Phone Call,You took too long,Elisabeth ,07:25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
8835523,CU_3905262,10-24-2018 10:06:21,Letter,You are not easy to deal with,Minerva,07:25,0,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8868295,CU_2929085,10-24-2018 10:06:46,E-mail,I have been mis-sold this product,Gladys,07:25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001672,CU_8696674,10-24-2018 10:06:47,Internet,Product - Contract terms and conditions,Darcie ,07:25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
4313545,CU_7725954,10-24-2018 10:06:48,Questionnaire,You have asked for too much information,Zara ,07:25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475083,CU_9007025,10-24-2018 10:07:28,Letter,Unhappy with delay,Melody ,07:25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
2281938,CU_6212224,10-24-2018 10:07:44,Letter,You are not easy to deal with,Zara ,07:25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623122,CU_5651189,10-24-2018 10:08:03,E-mail,I have been mis-sold this product,Bronwyn ,07:25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4215252,CU_2029755,10-24-2018 10:08:05,Phone Call,Unhappy with delay,Minerva,07:25,0,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8540629,CU_7639994,10-24-2018 10:09:56,Letter,I have been mis-sold this product,Nikki,07:25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855957,CU_8328463,10-24-2018 10:10:07,Letter,Payment Failure/Incorrect Payment,Erika ,07:26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
4641239,CU_5297282,10-24-2018 10:10:24,Letter,You took too long,Krystal,07:26,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
5755347,CU_5612750,10-24-2018 10:10:47,Phone Call,You provided me with incorrect information,Lola-Rose ,07:26,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,
9523677,CU_2725233,10-24-2018 10:10:55,MyPortal,Unsuitable advice,Erika ,07:26,0,0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901090,CU_4570181,10-24-2018 10:11:09,MyPortal,I have been mis-sold this product,Valerie,07:26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
4444645,CU_8996562,10-24-2018 10:11:24,Questionnaire,You are not easy to deal with,Nikki,07:26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
8212967,CU_2148210,10-24-2018 10:11:34,Internet,I cannot understand your letter/comms,Carol,07:27,0,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2347495,CU_6438531,10-24-2018 10:11:59,E-mail,You provided me with incorrect information,Macey ,07:27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
6902249,CU_8704387,10-24-2018 10:12:29,Phone Call,You took too long,Zara ,07:27,0,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8999403,CU_8949772,10-24-2018 10:13:24,Phone Call,You never answered my question,Darcey ,07:27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576878,CU_7639994,10-24-2018 10:13:53,E-mail,You are not easy to deal with,Naomi ,07:27,0,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345201,CU_7634213,10-24-2018 10:14:07,Phone Call,I have been mis-sold this product,Erika ,07:27,1,0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
3199479,CU_5845351,10-24-2018 10:14:15,Letter,You took too long,Melody ,07:27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
3232248,CU_4570181,10-24-2018 10:14:37,Phone Call,You are not easy to deal with,Alishba ,07:28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149755,CU_8776701,10-24-2018 10:15:01,Letter,Unsuitable advice,Leona ,07:28,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
9359868,CU_7725954,10-24-2018 10:15:11,Phone Call,Product - Contract terms and conditions,Darcie ,07:28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675197,CU_5120322,10-24-2018 10:15:29,Phone Call,You took too long,Minnie ,07:28,0,0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
1724928,CU_1154351,10-24-2018 10:16:09,Phone Call,Unhappy with delay,Erika ,07:28,0,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8409602,CU_9695010,10-24-2018 10:16:33,Phone Call,You took too long,Macey ,07:29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574594,CU_5452445,10-24-2018 10:16:50,E-mail,Payment Failure/Incorrect Payment,Debora,07:29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413064,CU_6669314,10-24-2018 10:17:06,Questionnaire,You are not easy to deal with,Darcey ,07:29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8933904,CU_4402689,10-24-2018 10:17:36,Phone Call,You are not easy to deal with,Maribel,07:29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
7918098,CU_9517046,10-24-2018 10:17:46,E-mail,Payment Failure/Incorrect Payment,Carol,07:30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,
4084246,CU_7729400,10-24-2018 10:18:04,Letter,Payment Failure/Incorrect Payment,Nikki,07:30,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166743,CU_6438531,10-24-2018 10:18:21,MyPortal,You were not helpful,Erika ,07:30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692186,CU_7729400,10-24-2018 10:18:43,Internet,Unhappy with delay,Naomi ,07:30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
3035675,CU_9028121,10-24-2018 10:18:44,Retail Voice,You did not keep me updated,Erika ,07:30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839066,CU_1486843,10-24-2018 10:18:49,MyPortal,Unsuitable advice,Erika ,07:30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5984798,CU_2674284,10-24-2018 10:19:29,Account manager,Unhappy with delay,Minnie ,07:30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
3953183,CU_2280915,10-24-2018 10:19:43,Phone Call,Unhappy with delay,Erika ,07:30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738467,CU_2631721,10-24-2018 10:19:59,E-mail,Incorrect information given,Macey ,07:31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773543,CU_9227384,10-24-2018 10:21:52,Phone Call,Unsuitable advice,Nikki,07:31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167914,CU_1764492,10-24-2018 10:23:21,MyPortal,You are not easy to deal with,Krystal,07:31,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
7688753,CU_1108783,10-24-2018 10:23:25,Phone Call,You never answered my question,Valerie,07:31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052671,CU_5888604,10-24-2018 10:23:27,E-mail,You are not easy to deal with,Minerva,07:31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1987136,CU_8749864,10-24-2018 10:23:35,E-mail,You are not easy to deal with,Naomi ,07:31,0,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
2380353,CU_4751134,10-24-2018 10:23:58,E-mail,Payment Failure/Incorrect Payment,Maryanne,07:31,0,0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773575,CU_7852994,10-24-2018 10:24:09,Phone Call,Fund Performance - Non Cash Funds,Amalia,07:31,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
3887688,CU_7729400,10-24-2018 10:24:57,E-mail,I have been mis-sold this product,Jaya ,07:31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444748,CU_2631721,10-24-2018 10:25:29,Phone Call,Incorrect information given,Minnie ,07:31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982553,CU_6976121,10-24-2018 10:25:55,Phone Call,You were not helpful,Alishba ,07:31,0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
5952090,CU_7639994,10-24-2018 10:26:24,Letter,You provided me with incorrect information,Melody ,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197279,CU_6003532,10-24-2018 10:27:07,Letter,I have been mis-sold this product,Maribel,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7066207,CU_2029755,10-24-2018 10:27:21,Phone Call,You took too long,Naomi ,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723871,CU_3692766,10-24-2018 10:27:22,Phone Call,Unhappy with delay,Minerva,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036899,CU_7950400,10-24-2018 10:27:25,Questionnaire,You took too long,Minnie ,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8344164,CU_7781391,10-24-2018 10:28:03,Phone Call,You never answered my question,Ofelia,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967908,CU_1333327,10-24-2018 10:28:22,MyPortal,I have been mis-sold this product,Erika ,07:32,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7492200,CU_1986580,10-24-2018 10:28:53,E-mail,Unhappy with delay,Maryanne,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9654893,CU_5817296,10-24-2018 10:28:55,Phone Call,Unhappy with delay,Alishba ,07:32,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280943,CU_9031119,10-24-2018 10:29:09,Phone Call,You were not helpful,Maryanne,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5755505,CU_1831543,10-24-2018 10:29:33,Internet,Unsuitable advice,Nikki,07:32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428986,CU_1764492,10-24-2018 10:29:41,Phone Call,Unsuitable advice,Ofelia,07:33,0,0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
3265156,CU_7947146,10-24-2018 10:29:47,Phone Call,You took too long,Macey ,07:33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495686,CU_8218972,10-24-2018 10:29:47,Letter,My details are not accurate,Amie ,07:33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,
2151050,CU_5878204,10-24-2018 10:30:33,E-mail,Unhappy with delay,Minnie ,07:33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493395,CU_9939354,10-24-2018 10:31:11,Phone Call,Payment Failure/Incorrect Payment,Gladys,07:33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458326,CU_5845351,10-24-2018 10:31:38,Internet,Unhappy with delay,Nikki,07:33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261720,CU_7010360,10-24-2018 10:31:47,Phone Call,My details are not accurate,Darcie ,07:33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004186,CU_1624986,10-24-2018 10:31:55,Phone Call,You took too long,Melody ,07:33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180387,CU_3743430,10-24-2018 10:32:40,Phone Call,You took too long,Corrine,07:34,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
6935209,CU_1742336,10-24-2018 10:32:46,Phone Call,I have been mis-sold this product,Minerva,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659566,CU_1726102,10-24-2018 10:33:12,Letter,Unhappy with delay,Alishba ,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7819951,CU_8218972,10-24-2018 10:33:17,Phone Call,You did not understand my needs,Carol,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8344240,CU_8929879,10-24-2018 10:33:25,Phone Call,You are not easy to deal with,Ora,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738615,CU_9709603,10-24-2018 10:33:28,Phone Call,Fund Performance - Non Cash Funds,Darcey ,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134136,CU_5635947,10-24-2018 10:33:30,E-mail,I have been mis-sold this product,Ofelia,07:34,0,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6705849,CU_9982458,10-24-2018 10:33:32,Phone Call,I have been mis-sold this product,Zara ,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707004,CU_9272756,10-24-2018 10:33:40,Questionnaire,You provided me with incorrect information,Maribel,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229001,CU_6270141,10-24-2018 10:33:46,Retail Voice,I have been mis-sold this product,Ora,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148811,CU_9517046,10-24-2018 10:33:48,Phone Call,Unhappy with delay,Zara ,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9851595,CU_3502214,10-24-2018 10:33:54,Questionnaire,I have been mis-sold this product (PPI),Minnie ,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065170,CU_6542121,10-24-2018 10:34:08,Phone Call,You provided me with incorrect information,Antoinette,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477650,CU_6338474,10-24-2018 10:34:10,Phone Call,You took too long,Nikki,07:34,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607574,CU_5817296,10-24-2018 10:34:14,Phone Call,I have been mis-sold this product,Amalia,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
4641502,CU_3224415,10-24-2018 10:34:21,Internet,I have been mis-sold this product,Debora,07:34,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887841,CU_1865945,10-24-2018 10:34:54,Phone Call,You provided me with incorrect information,Naomi ,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789539,CU_2619463,10-24-2018 10:35:21,Phone Call,You took too long,Darcie ,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903653,CU_8962428,10-24-2018 10:35:40,MyPortal,Unsuitable advice,Alishba ,07:34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511592,CU_6515384,10-24-2018 10:36:12,Phone Call,FA advice queried,Alishba ,07:35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
4674284,CU_2029755,10-24-2018 10:36:13,Internet,Payment Failure/Incorrect Payment,Debora,07:35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363570,CU_4570181,10-24-2018 10:37:00,Phone Call,Unhappy with delay,Minnie ,07:35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790708,CU_3953531,10-24-2018 10:37:03,E-mail,I have been mis-sold this product,Maribel,07:35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
4510456,CU_4220520,10-24-2018 10:37:23,E-mail & Phone Call,Unhappy with delay,Nikki,07:35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9360122,CU_4843206,10-24-2018 10:37:49,Phone Call,Payment Failure/Incorrect Payment,Debora,07:36,0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901371,CU_6338474,10-24-2018 10:37:50,MyPortal,No reply to customer contact,Minnie ,07:36,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
9229052,CU_5954610,10-24-2018 10:38:51,Phone Call,You took too long,Maryanne,07:36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885564,CU_3290779,10-24-2018 10:38:57,Phone Call,You have asked for too much information,Alishba ,07:36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806524,CU_4920874,10-24-2018 10:39:01,Phone Call,Product - Contract terms and conditions,Macey ,07:37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673153,CU_2764046,10-24-2018 10:39:01,Phone Call,You took too long,Minnie ,07:37,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
1757954,CU_8307992,10-24-2018 10:39:37,Questionnaire,You are not easy to deal with,Zara ,07:37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707077,CU_2929085,10-24-2018 10:39:57,Phone Call,Payment Failure/Incorrect Payment,Elinor,07:37,0,0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1200902,CU_8749864,10-24-2018 10:40:00,Phone Call,I have been mis-sold this product,Macey ,07:37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069835,CU_9031119,10-24-2018 10:40:47,Letter,You provided me with incorrect information,Gladys,07:37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624589,CU_8023550,10-24-2018 10:40:49,Phone Call,You took too long,Gladys,07:38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458451,CU_9227384,10-24-2018 10:40:53,Phone Call,You are not easy to deal with,Carol,07:38,0,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180504,CU_7489279,10-24-2018 10:41:35,Phone Call,Unhappy with delay,Darcie ,07:38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6181658,CU_9438462,10-24-2018 10:42:17,Third Party Call,You did not explain the next steps/process to me,Minerva,07:38,0,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5002012,CU_3905262,10-24-2018 10:43:19,Letter,Payment Failure/Incorrect Payment,Gladys,07:38,1,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380579,CU_4707217,10-24-2018 10:43:26,Phone Call,Unhappy with delay,Zara ,07:39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
4772648,CU_1507206,10-24-2018 10:43:41,E-mail,You did not keep me updated,Alishba ,07:39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886762,CU_5635947,10-24-2018 10:44:34,E-mail,You provided me with incorrect information,Darcey ,07:39,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772653,CU_1764492,10-24-2018 10:44:46,Letter,You took too long,Gladys,07:39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444974,CU_8704549,10-24-2018 10:45:37,Phone Call,I have been mis-sold this product,Maribel,07:39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264186,CU_6490098,10-24-2018 10:46:07,Letter,You provided me with incorrect information,Naomi ,07:39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
4477755,CU_1804130,10-24-2018 10:46:22,Phone Call,You did not explain the next steps/process to me,Darcey ,07:39,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
7328573,CU_7086185,10-24-2018 10:47:06,Letter,Unsuitable advice,Millie,07:40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
4641599,CU_1132238,10-24-2018 10:47:12,Phone Call,I have been mis-sold this product,Gladys,07:40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509377,CU_5207207,10-24-2018 10:48:07,Phone Call,Unhappy with delay,Bronwyn ,07:40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
2904899,CU_1018322,10-24-2018 10:48:18,Internet,You are not easy to deal with,Jaya ,07:40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,
5722948,CU_3118751,10-24-2018 10:48:22,Questionnaire,The performance of my product was poor,Nikki,07:40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559107,CU_1253250,10-24-2018 10:48:31,Letter,Payment Failure/Incorrect Payment,Melody ,07:40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7590726,CU_7763408,10-24-2018 10:48:51,Phone Call,Payment Failure/Incorrect Payment,Naomi ,07:40,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396424,CU_9176592,10-24-2018 10:49:22,E-mail,Payment Failure/Incorrect Payment,Krystal,07:40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788491,CU_3078094,10-24-2018 10:50:12,Phone Call,You have asked for too much information,Ofelia,07:40,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8082253,CU_3953531,10-24-2018 10:50:45,Phone Call,Payment Failure/Incorrect Payment,Minnie ,07:40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6083408,CU_2619463,10-24-2018 10:50:46,E-mail,You took too long,Minerva,07:41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102682,CU_6037137,10-24-2018 10:50:48,Phone Call,You did not explain the next steps/process to me,Krystal,07:41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475482,CU_9506499,10-24-2018 10:50:54,Phone Call,I have been mis-sold this product,Corrine,07:41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
6738780,CU_6688783,10-24-2018 10:51:02,Internet,I have been mis-sold this product,Valerie,07:41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477793,CU_2280915,10-24-2018 10:51:16,MyPortal,I have been mis-sold this product,Minnie ,07:41,0,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
9982823,CU_7852994,10-24-2018 10:51:25,Phone Call,You took too long,Maribel,07:41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724136,CU_9031119,10-24-2018 10:52:03,Letter,I have been mis-sold this product,Elisabeth ,07:41,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511721,CU_5392562,10-24-2018 10:52:10,MyPortal,Policy amendments not carried out,Krystal,07:41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8541034,CU_1728293,10-24-2018 10:52:16,Phone Call,Payment Failure/Incorrect Payment,Maribel,07:42,0,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626986,CU_8808758,10-24-2018 10:52:24,E-mail,Unhappy with delay,Nikki,07:42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904937,CU_8996562,10-24-2018 10:53:20,E-mail,You are not easy to deal with,Gladys,07:42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
